ts,latency_ms,status,phase
1784435055.932,166.115,200,measure
1784435056.098,210.497,200,measure
1784435056.309,151.512,200,measure
1784435056.46,159.124,200,measure
1784435056.619,109.194,200,measure
1784435056.729,155.424,200,measure
1784435056.884,114.113,200,measure
1784435056.998,139.478,200,measure
1784435057.138,194.164,200,measure
1784435057.332,184.951,200,measure
1784435057.517,118.973,200,measure
1784435057.636,149.271,200,measure
1784435057.785,151.491,200,measure
1784435057.937,106.878,200,measure
1784435058.044,138.098,200,measure
1784435058.182,190.298,200,measure
1784435058.372,155.56,200,measure
1784435058.528,151.018,200,measure
1784435058.679,159.891,200,measure
1784435058.839,90.527,200,measure
1784435058.929,147.745,200,measure
1784435059.077,121.175,200,measure
1784435059.198,132.684,200,measure
1784435059.331,202.165,200,measure
