ts,tenant,latency_ms,status,phase
1784411692.669,default-org,56.973,200,measure
1784411692.726,default-org,51.254,200,measure
1784411692.777,default-org,63.478,200,measure
1784411692.84,default-org,71.617,200,measure
1784411692.912,default-org,52.71,200,measure
1784411692.965,default-org,54.232,200,measure
1784411693.019,default-org,57.742,200,measure
1784411693.077,default-org,68.65,200,measure
1784411693.146,default-org,57.667,200,measure
1784411693.203,default-org,57.256,200,measure
1784411693.26,default-org,62.061,200,measure
1784411693.323,default-org,52.313,200,measure
1784411693.375,default-org,64.746,200,measure
1784411693.44,default-org,64.125,200,measure
1784411693.504,default-org,68.442,200,measure
1784411693.572,default-org,94.534,200,measure
1784411693.667,default-org,57.298,200,measure
1784411693.724,default-org,59.418,200,measure
1784411693.784,default-org,60.135,200,measure
1784411693.844,default-org,54.225,200,measure
1784411693.898,default-org,64.154,200,measure
1784411693.962,default-org,54.515,200,measure
1784411694.017,default-org,58.793,200,measure
1784411694.075,default-org,53.297,200,measure
1784411694.129,default-org,83.57,200,measure
1784411694.212,default-org,70.433,200,measure
1784411694.283,default-org,61.63,200,measure
1784411694.344,default-org,61.964,200,measure
1784411694.406,default-org,55.775,200,measure
1784411694.462,default-org,54.833,200,measure
1784411694.517,default-org,60.592,200,measure
1784411694.578,default-org,52.812,200,measure
1784411694.631,default-org,56.478,200,measure
1784411694.687,default-org,50.484,200,measure
1784411694.738,default-org,73.877,200,measure
1784411694.811,default-org,88.657,200,measure
1784411694.9,default-org,61.35,200,measure
1784411694.961,default-org,332.643,200,measure
1784411695.294,default-org,195.612,200,measure
1784411695.49,default-org,52.384,200,measure
1784411695.542,default-org,57.346,200,measure
1784411695.6,default-org,58.675,200,measure
1784411695.658,default-org,57.39,200,measure
1784411695.716,default-org,58.941,200,measure
1784411695.775,default-org,61.379,200,measure
1784411695.836,default-org,52.652,200,measure
1784411695.889,default-org,69.207,200,measure
1784411695.958,default-org,62.731,200,measure
1784411696.021,default-org,58.228,200,measure
1784411696.079,default-org,79.862,200,measure
1784411696.159,default-org,63.044,200,measure
1784411696.222,default-org,56.645,200,measure
1784411696.279,default-org,66.738,200,measure
1784411696.345,default-org,54.692,200,measure
1784411696.4,default-org,79.188,200,measure
1784411696.479,default-org,58.825,200,measure
1784411696.538,default-org,60.539,200,measure
1784411696.599,default-org,55.628,200,measure
1784411696.654,default-org,59.908,200,measure
1784411696.714,default-org,52.515,200,measure
1784411696.767,default-org,56.685,200,measure
1784411696.823,default-org,61.341,200,measure
1784411696.885,default-org,59.959,200,measure
1784411696.945,default-org,54.316,200,measure
1784411696.999,default-org,56.801,200,measure
1784411697.056,default-org,57.588,200,measure
1784411697.113,default-org,63.557,200,measure
1784411697.177,default-org,55.569,200,measure
1784411697.233,default-org,68.434,200,measure
1784411697.301,default-org,52.337,200,measure
1784411697.353,default-org,68.569,200,measure
1784411697.422,default-org,54.968,200,measure
1784411697.477,default-org,57.077,200,measure
1784411697.534,default-org,55.005,200,measure
1784411697.589,default-org,54.918,200,measure
1784411697.644,default-org,54.319,200,measure
1784411697.698,default-org,63.304,200,measure
1784411697.762,default-org,55.415,200,measure
1784411697.817,default-org,58.102,200,measure
1784411697.875,default-org,55.117,200,measure
1784411697.93,default-org,58.014,200,measure
1784411697.988,default-org,70.0,200,measure
1784411698.059,default-org,69.552,200,measure
1784411698.128,default-org,251.111,200,measure
1784411698.379,default-org,61.068,200,measure
1784411698.44,default-org,55.648,200,measure
1784411698.496,default-org,57.69,200,measure
1784411698.554,default-org,53.665,200,measure
1784411698.607,default-org,65.999,200,measure
1784411698.673,default-org,59.636,200,measure
1784411698.733,default-org,57.066,200,measure
1784411698.79,default-org,57.547,200,measure
1784411698.848,default-org,56.6,200,measure
1784411698.904,default-org,49.952,200,measure
1784411698.954,default-org,57.31,200,measure
1784411699.012,default-org,55.419,200,measure
1784411699.067,default-org,55.982,200,measure
1784411699.123,default-org,59.231,200,measure
1784411699.182,default-org,57.604,200,measure
1784411699.24,default-org,52.622,200,measure
1784411699.293,default-org,54.525,200,measure
1784411699.347,default-org,68.157,200,measure
1784411699.415,default-org,64.902,200,measure
1784411699.48,default-org,52.607,200,measure
1784411699.533,default-org,56.74,200,measure
1784411699.59,default-org,52.08,200,measure
1784411699.642,default-org,58.524,200,measure
1784411699.7,default-org,50.525,200,measure
1784411699.751,default-org,62.595,200,measure
